Job_satisfaction|Perceived_org_support|Work_engagement|Psychological_meaningfulness|Org_culture|Psychological_resilience|Quiet_quitting_behavior
179.993685028669|8.97481569450455|10.8865665121939|10.339986854991|79.349608143378|21.4523370033917|29.9639689711793
158.92342800721|22.9328399639192|25.3572919990329|16.0833513766915|50.769314633998|7.34331766832589|19.4302995022586
129.068511586294|19.497798063281|27.135253859556|16.9530533514863|41.2147921146304|19.64483319479|26.0898132432381
139.141136970375|34.264626156891|3.47236205110863|14.7403433013731|50.2039936151606|29.754547098537|31.5784792789152
56.35503060721|52.4352435072288|22.9801707464875|19.6617176934622|53.4861874521056|16.9773124581578|21.1359498234772
193.144428676628|34.8776087857699|20.5882961356559|17.8261228250757|38.0161213433338|18.2933419815165|30.9085977512132
158.356957331205|37.4204962016538|22.249979469956|20.1699211841178|51.5030493083619|21.1915998440922|30.7151825984487
209.626228128556|29.0855530307414|41.4254191495758|24.4748709979097|38.1699041538502|23.7950579087731|36.4170168229049
166.559340211468|27.8983081449655|28.6985283853644|14.9296922299199|45.7503713580828|28.3095748157813|33.7058140226067
193.710439717921|28.1031756133711|8.63995276932632|20.8601771828093|60.9801975891785|36.1413747209916|43.5133363711985
128.127404355179|21.0040326937841|19.3537708430852|12.7440051234345|57.1020184372762|22.7176518424859|26.8995803143899
155.629054852575|34.553806343969|18.628741638678|10.1170018839987|62.0564686391848|14.846809099181|24.4433844999558
128.480613623843|37.7246182362651|33.48587713837|19.7678502420243|66.1643790626851|12.9734675826043|23.3727634279871
185.159589483977|15.5171555210774|39.0086892255113|18.6063034496239|61.9786672341645|18.2985080568036|31.127236364071
211.59306965384|14.6470206262515|23.8974897075564|18.7927837450063|30.0733798681589|26.7814347395482|39.0801081916299
120.526386710471|18.8522672594573|11.0922628777067|20.0858845202281|48.5923454653344|15.2653378311961|22.4157305759295
129.599475868387|15.0743052647828|31.0664661412065|14.571420674323|13.1363653083227|9.67562714905378|17.7229766919526
122.014940414423|23.1078117050292|15.4580393865024|18.950665099782|70.2844842549148|25.0526672011596|28.448504346398
128.195802351176|35.9901090264771|31.7521043549122|18.129221611374|55.5567585162525|31.7852388652167|38.0880167086261
194.425945851645|44.4299147383576|14.0441479652726|8.45736268527138|80.0109654298192|23.3935488942|34.0121975687104
137.890741647244|32.4386413537638|14.8998128048555|18.0079606009682|32.8918878657963|19.0225942138149|22.0192261964351
160.61756790275|15.7861191600359|13.8656839035379|19.3614247431861|43.6430810370382|18.4190863943295|26.5719932671134
172.140803341744|25.2783386599288|11.6381492754804|18.8612278218294|78.8509216988369|24.6314778287393|33.8925102839361
103.741580844982|13.8297057376167|8.23087365200387|18.2705573206536|33.327296346296|21.5571262645623|20.3650846437037
188.256845547961|23.0582130688048|24.158191515399|19.2857721343929|40.2038804409879|27.3711408408038|37.7358254579864
176.594965643886|45.5546531697887|35.6270778740324|19.9382519988177|57.1278565621796|29.7495418055714|36.6512004943314
114.654192222579|21.3470427379757|35.61981165619|11.7485815972167|56.0859627216223|22.6858408801644|26.2295128605152
104.967177977747|18.7055352336906|25.2676013533399|14.4797049601394|86.5009712605291|17.068225034886|23.2031321352466
186.166771125233|41.6600109198546|16.1571195312462|14.1704361001764|55.3803706987072|17.9729529931975|25.0564294660892
75.6460099069894|32.6195687549117|29.8974977739393|20.8176430950569|62.5940582032337|12.8044781227915|20.8804962548643
180.785769309614|20.8694984675494|11.5668837112313|21.9374752567732|58.0959590585638|6.47936256697573|16.7642944978339
187.442223459377|31.4656454489881|12.6681211416987|17.4987642585563|59.161467206863|14.5931315270137|26.5136268572514
66.7242819189331|33.9749195596971|22.5149874587533|13.2983302876279|72.5863074943319|27.8718623524379|21.4461150450191
120.024431579201|21.9935939421202|17.7256598221335|18.2292490498866|31.5440688468528|15.2462724350776|23.2668668498507
140.660467798947|31.952146394953|18.7154407467867|20.263791363524|56.9631317530039|17.3189377694288|24.0587646281841
98.4847197312091|14.2111475218524|4.84789772438094|15.3123881362307|59.3787206299748|27.5052122950851|23.1210281887651
167.80040426894|26.9438570700558|30.853185807347|21.6761025785959|64.4858446082954|23.8120198022745|31.3478323335547
102.094510283027|17.955526251718|20.4580760437092|19.3227500692057|56.3306612910175|26.1781955623025|25.1701307154955
